Sexo,codigo,Provincia,AÃ±o,Trimestre,Paro
Ambos sexos,26,La Rioja,2007,4,5.88
Ambos sexos,26,La Rioja,2008,1,6.63
Ambos sexos,26,La Rioja,2008,2,6.89
Ambos sexos,26,La Rioja,2008,3,8.25
Ambos sexos,26,La Rioja,2008,4,9.8
Ambos sexos,26,La Rioja,2009,1,11.27
Ambos sexos,26,La Rioja,2009,2,12.57
Ambos sexos,26,La Rioja,2009,3,12.99
Ambos sexos,26,La Rioja,2009,4,13.76
Ambos sexos,26,La Rioja,2010,1,14.86
Ambos sexos,26,La Rioja,2010,2,12.17
Ambos sexos,26,La Rioja,2010,3,13.97
Ambos sexos,26,La Rioja,2010,4,15.58
Ambos sexos,26,La Rioja,2011,1,15.77
Ambos sexos,26,La Rioja,2011,2,16.75
Ambos sexos,26,La Rioja,2011,3,17.7
Ambos sexos,26,La Rioja,2011,4,18.61
Ambos sexos,26,La Rioja,2012,1,20.1
Ambos sexos,26,La Rioja,2012,2,22.81
Ambos sexos,26,La Rioja,2012,3,20.54
Ambos sexos,26,La Rioja,2012,4,18.82
Ambos sexos,26,La Rioja,2013,1,19.26
Ambos sexos,26,La Rioja,2013,2,20.94
Ambos sexos,26,La Rioja,2013,3,19.7
Ambos sexos,26,La Rioja,2013,4,20.24
Ambos sexos,26,La Rioja,2014,1,19.58
Ambos sexos,26,La Rioja,2014,2,17.66
Ambos sexos,26,La Rioja,2014,3,18.23
Ambos sexos,26,La Rioja,2014,4,17.17
Ambos sexos,26,La Rioja,2015,1,17.58
Ambos sexos,26,La Rioja,2015,2,16.39
Ambos sexos,26,La Rioja,2015,3,13.59
Ambos sexos,26,La Rioja,2015,4,13.97
Ambos sexos,26,La Rioja,2016,1,14.38
Ambos sexos,26,La Rioja,2016,2,15.29
Ambos sexos,26,La Rioja,2016,3,13.57
Ambos sexos,26,La Rioja,2016,4,10.9
Ambos sexos,26,La Rioja,2017,1,12.92
Ambos sexos,26,La Rioja,2017,2,10.92
Ambos sexos,26,La Rioja,2017,3,12.62
Ambos sexos,26,La Rioja,2017,4,11.51
Ambos sexos,26,La Rioja,2018,1,11.03
Ambos sexos,26,La Rioja,2018,2,10.68
Ambos sexos,26,La Rioja,2018,3,9.6
Ambos sexos,26,La Rioja,2018,4,10.3
Ambos sexos,26,La Rioja,2019,1,11.1
Ambos sexos,26,La Rioja,2019,2,9.86
Ambos sexos,26,La Rioja,2019,3,8.99
Ambos sexos,26,La Rioja,2019,4,9.89
Ambos sexos,26,La Rioja,2020,1,11.21
Ambos sexos,26,La Rioja,2020,2,10.11
Ambos sexos,26,La Rioja,2020,3,11.52
Ambos sexos,26,La Rioja,2020,4,10.36
Ambos sexos,26,La Rioja,2021,1,11.9
Ambos sexos,26,La Rioja,2021,2,11.52
Ambos sexos,26,La Rioja,2021,3,12.21
Ambos sexos,26,La Rioja,2021,4,10.45
Ambos sexos,26,La Rioja,2022,1,11.21
Ambos sexos,26,La Rioja,2022,2,10.19
Ambos sexos,26,La Rioja,2022,3,8.03
Ambos sexos,26,Rioja. La,2022,4,8.60
Ambos sexos,26,Rioja. La,2023,1,10.06
Ambos sexos,27,Lugo,2002,1,9.67
Ambos sexos,27,Lugo,2002,2,10.45
Ambos sexos,27,Lugo,2002,3,8.43
Ambos sexos,27,Lugo,2002,4,8.38
Ambos sexos,27,Lugo,2003,1,10.6
Ambos sexos,27,Lugo,2003,2,7.79
Ambos sexos,27,Lugo,2003,3,5.57
Ambos sexos,27,Lugo,2003,4,8.61
Ambos sexos,27,Lugo,2004,1,9.93
Ambos sexos,27,Lugo,2004,2,9.5
Ambos sexos,27,Lugo,2004,3,8.98
Ambos sexos,27,Lugo,2004,4,6.92
Ambos sexos,27,Lugo,2005,1,7.07
Ambos sexos,27,Lugo,2005,2,6.35
Ambos sexos,27,Lugo,2005,3,5.93
Ambos sexos,27,Lugo,2005,4,7.53
Ambos sexos,27,Lugo,2006,1,7.61
Ambos sexos,27,Lugo,2006,2,7.62
Ambos sexos,27,Lugo,2006,3,6.37
Ambos sexos,27,Lugo,2006,4,4.66
Ambos sexos,27,Lugo,2007,1,7.52
Ambos sexos,27,Lugo,2007,2,4.74
Ambos sexos,27,Lugo,2007,3,4.66
Ambos sexos,27,Lugo,2007,4,6.12
Ambos sexos,27,Lugo,2008,1,6.2
Ambos sexos,27,Lugo,2008,2,6.22
Ambos sexos,27,Lugo,2008,3,5.98
Ambos sexos,27,Lugo,2008,4,6.73
Ambos sexos,27,Lugo,2009,1,9.3
Ambos sexos,27,Lugo,2009,2,9.9
Ambos sexos,27,Lugo,2009,3,8.11
Ambos sexos,27,Lugo,2009,4,10.31
Ambos sexos,27,Lugo,2010,1,11.3
Ambos sexos,27,Lugo,2010,2,11.39
Ambos sexos,27,Lugo,2010,3,10.18
Ambos sexos,27,Lugo,2010,4,10.26
Ambos sexos,27,Lugo,2011,1,13.13
Ambos sexos,27,Lugo,2011,2,11.16
Ambos sexos,27,Lugo,2011,3,11.34
Ambos sexos,27,Lugo,2011,4,12
Ambos sexos,27,Lugo,2012,1,15.24
Ambos sexos,27,Lugo,2012,2,16.76
Ambos sexos,27,Lugo,2012,3,15.71
Ambos sexos,27,Lugo,2012,4,16.73
Ambos sexos,27,Lugo,2013,1,20.45
Ambos sexos,27,Lugo,2013,2,19.57
Ambos sexos,27,Lugo,2013,3,16.79
Ambos sexos,27,Lugo,2013,4,19.03
Ambos sexos,27,Lugo,2014,1,21.86
Ambos sexos,27,Lugo,2014,2,20.65
Ambos sexos,27,Lugo,2014,3,17.04
Ambos sexos,27,Lugo,2014,4,16.24
Ambos sexos,27,Lugo,2015,1,16.8
Ambos sexos,27,Lugo,2015,2,16.45
Ambos sexos,27,Lugo,2015,3,14.73
Ambos sexos,27,Lugo,2015,4,15.85
Ambos sexos,27,Lugo,2016,1,16.54
Ambos sexos,27,Lugo,2016,2,14.81
Ambos sexos,27,Lugo,2016,3,14.04
Ambos sexos,27,Lugo,2016,4,13.75
Ambos sexos,27,Lugo,2017,1,14.86
Ambos sexos,27,Lugo,2017,2,13.44
Ambos sexos,27,Lugo,2017,3,11.11
Ambos sexos,27,Lugo,2017,4,11.23
Ambos sexos,27,Lugo,2018,1,9.67
Ambos sexos,27,Lugo,2018,2,9.58
Ambos sexos,27,Lugo,2018,3,8.34
Ambos sexos,27,Lugo,2018,4,9.16
Ambos sexos,27,Lugo,2019,1,8.91
Ambos sexos,27,Lugo,2019,2,8.15
Ambos sexos,27,Lugo,2019,3,8.6
Ambos sexos,27,Lugo,2019,4,9.79
Ambos sexos,27,Lugo,2020,1,8.63
Ambos sexos,27,Lugo,2020,2,9.22
Ambos sexos,27,Lugo,2020,3,9.05
Ambos sexos,27,Lugo,2020,4,8.25
Ambos sexos,27,Lugo,2021,1,8.82
Ambos sexos,27,Lugo,2021,2,9.83
Ambos sexos,27,Lugo,2021,3,8.62
Ambos sexos,27,Lugo,2021,4,8.93
Ambos sexos,27,Lugo,2022,1,10.2
Ambos sexos,27,Lugo,2022,2,8.99
Ambos sexos,27,Lugo,2022,3,7.79
Ambos sexos,27,Lugo,2022,4,8.41
Ambos sexos,27,Lugo,2023,1,8.83
Ambos sexos,28,Madrid,2002,1,7.49
Ambos sexos,28,Madrid,2002,2,6.96
Ambos sexos,28,Madrid,2002,3,7.75
Ambos sexos,28,Madrid,2002,4,6.99
Ambos sexos,28,Madrid,2003,1,7.77
Ambos sexos,28,Madrid,2003,2,7.06
Ambos sexos,28,Madrid,2003,3,7.48
Ambos sexos,28,Madrid,2003,4,7.16
Ambos sexos,28,Madrid,2004,1,6.65
Ambos sexos,28,Madrid,2004,2,6.86
Ambos sexos,28,Madrid,2004,3,6.49
Ambos sexos,28,Madrid,2004,4,6.95
Ambos sexos,28,Madrid,2005,1,8.26
Ambos sexos,28,Madrid,2005,2,6.96
Ambos sexos,28,Madrid,2005,3,6.22
Ambos sexos,28,Madrid,2005,4,5.9
Ambos sexos,28,Madrid,2006,1,5.87
Ambos sexos,28,Madrid,2006,2,6.91
Ambos sexos,28,Madrid,2006,3,5.97
Ambos sexos,28,Madrid,2006,4,6.46
Ambos sexos,28,Madrid,2007,1,6.43
Ambos sexos,28,Madrid,2007,2,6.17
Ambos sexos,28,Madrid,2007,3,5.97
Ambos sexos,28,Madrid,2007,4,6.4
Ambos sexos,28,Madrid,2008,1,7.39
Ambos sexos,28,Madrid,2008,2,8.67
Ambos sexos,28,Madrid,2008,3,8.32
Ambos sexos,28,Madrid,2008,4,10.02
Ambos sexos,28,Madrid,2009,1,13.36
Ambos sexos,28,Madrid,2009,2,13.4
Ambos sexos,28,Madrid,2009,3,14.18
Ambos sexos,28,Madrid,2009,4,14.48
Ambos sexos,28,Madrid,2010,1,15.89
Ambos sexos,28,Madrid,2010,2,16.18
Ambos sexos,28,Madrid,2010,3,15.76
Ambos sexos,28,Madrid,2010,4,15.54
Ambos sexos,28,Madrid,2011,1,15.18
Ambos sexos,28,Madrid,2011,2,15.62
Ambos sexos,28,Madrid,2011,3,16.59
Ambos sexos,28,Madrid,2011,4,17.96
Ambos sexos,28,Madrid,2012,1,18.15
Ambos sexos,28,Madrid,2012,2,18.42
Ambos sexos,28,Madrid,2012,3,18.23
Ambos sexos,28,Madrid,2012,4,19.32
Ambos sexos,28,Madrid,2013,1,19.99
Ambos sexos,28,Madrid,2013,2,19.2
Ambos sexos,28,Madrid,2013,3,19.41
Ambos sexos,28,Madrid,2013,4,20.45
Ambos sexos,28,Madrid,2014,1,20.43
Ambos sexos,28,Madrid,2014,2,19.03
Ambos sexos,28,Madrid,2014,3,17.53
Ambos sexos,28,Madrid,2014,4,18
Ambos sexos,28,Madrid,2015,1,17.79
Ambos sexos,28,Madrid,2015,2,17.66
Ambos sexos,28,Madrid,2015,3,16.27
Ambos sexos,28,Madrid,2015,4,16.51
Ambos sexos,28,Madrid,2016,1,16.81
Ambos sexos,28,Madrid,2016,2,16.25
Ambos sexos,28,Madrid,2016,3,15.19
Ambos sexos,28,Madrid,2016,4,14.6
Ambos sexos,28,Madrid,2017,1,14.23
Ambos sexos,28,Madrid,2017,2,13.04
Ambos sexos,28,Madrid,2017,3,12.35
Ambos sexos,28,Madrid,2017,4,13.75
Ambos sexos,28,Madrid,2018,1,13.4
Ambos sexos,28,Madrid,2018,2,12.08
Ambos sexos,28,Madrid,2018,3,11.86
Ambos sexos,28,Madrid,2018,4,11.54
Ambos sexos,28,Madrid,2019,1,11.7
Ambos sexos,28,Madrid,2019,2,10.54
Ambos sexos,28,Madrid,2019,3,10.26
Ambos sexos,28,Madrid,2019,4,9.99
Ambos sexos,28,Madrid,2020,1,10.6
Ambos sexos,28,Madrid,2020,2,12.61
Ambos sexos,28,Madrid,2020,3,13.25
Ambos sexos,28,Madrid,2020,4,13.53
Ambos sexos,28,Madrid,2021,1,12.15
Ambos sexos,28,Madrid,2021,2,12.09
Ambos sexos,28,Madrid,2021,3,11.84
Ambos sexos,28,Madrid,2021,4,10.12
Ambos sexos,28,Madrid,2022,1,11.85
Ambos sexos,28,Madrid,2022,2,10.18
Ambos sexos,28,Madrid,2022,3,11.33
Ambos sexos,28,Madrid,2022,4,11.51
Ambos sexos,28,Madrid,2023,1,11.01
Ambos sexos,29,Málaga,2002,1,14.88
Ambos sexos,29,Málaga,2002,2,13.54
Ambos sexos,29,Málaga,2002,3,14.45
Ambos sexos,29,Málaga,2002,4,16.77
Ambos sexos,29,Málaga,2003,1,16.7
Ambos sexos,29,Málaga,2003,2,15.17
Ambos sexos,29,Málaga,2003,3,15.89
Ambos sexos,29,Málaga,2003,4,17.21
Ambos sexos,29,Málaga,2004,1,16.85
Ambos sexos,29,Málaga,2004,2,15.89
Ambos sexos,29,Málaga,2004,3,13.95
Ambos sexos,29,Málaga,2004,4,13.25
Ambos sexos,29,Málaga,2005,1,12.52
Ambos sexos,29,Málaga,2005,2,12.8
Ambos sexos,29,Málaga,2005,3,9.86
Ambos sexos,29,Málaga,2005,4,11.06
Ambos sexos,29,Málaga,2006,1,12.32
Ambos sexos,29,Málaga,2006,2,10.59
Ambos sexos,29,Málaga,2006,3,10.81
Ambos sexos,29,Málaga,2006,4,10.36
Ambos sexos,29,Málaga,2007,1,10.4
Ambos sexos,29,Málaga,2007,2,10.18
Ambos sexos,29,Málaga,2007,3,10.4
Ambos sexos,29,Málaga,2007,4,12.36
Ambos sexos,29,Málaga,2008,1,15.44
Ambos sexos,29,Málaga,2008,2,16.08
Ambos sexos,29,Málaga,2008,3,17.82
Ambos sexos,29,Málaga,2008,4,23.37
Ambos sexos,29,Málaga,2009,1,26.83
Ambos sexos,29,Málaga,2009,2,27.33
Ambos sexos,29,Málaga,2009,3,23.04
Ambos sexos,29,Málaga,2009,4,27.37
Ambos sexos,29,Málaga,2010,1,29.73
Ambos sexos,29,Málaga,2010,2,28.84
Ambos sexos,29,Málaga,2010,3,27.8
Ambos sexos,29,Málaga,2010,4,30.12
Ambos sexos,29,Málaga,2011,1,32.03
Ambos sexos,29,Málaga,2011,2,29.4
Ambos sexos,29,Málaga,2011,3,29.83
Ambos sexos,29,Málaga,2011,4,31.3
Ambos sexos,29,Málaga,2012,1,34.12
Ambos sexos,29,Málaga,2012,2,34.32
Ambos sexos,29,Málaga,2012,3,33.21
Ambos sexos,29,Málaga,2012,4,35.5
Ambos sexos,29,Málaga,2013,1,36.67
Ambos sexos,29,Málaga,2013,2,35.73
Ambos sexos,29,Málaga,2013,3,34.34
Ambos sexos,29,Málaga,2013,4,36.2
Ambos sexos,29,Málaga,2014,1,36.52
Ambos sexos,29,Málaga,2014,2,32.69
Ambos sexos,29,Málaga,2014,3,30.44
Ambos sexos,29,Málaga,2014,4,30.86
Ambos sexos,29,Málaga,2015,1,32.37
Ambos sexos,29,Málaga,2015,2,29.95
Ambos sexos,29,Málaga,2015,3,28.97
Ambos sexos,29,Málaga,2015,4,26.98
Ambos sexos,29,Málaga,2016,1,28.03
Ambos sexos,29,Málaga,2016,2,25.94
Ambos sexos,29,Málaga,2016,3,25.26
Ambos sexos,29,Málaga,2016,4,25
Ambos sexos,29,Málaga,2017,1,26.2
Ambos sexos,29,Málaga,2017,2,21.94
Ambos sexos,29,Málaga,2017,3,20.88
Ambos sexos,29,Málaga,2017,4,20.73
Ambos sexos,29,Málaga,2018,1,22.11
Ambos sexos,29,Málaga,2018,2,20.21
Ambos sexos,29,Málaga,2018,3,17.88
Ambos sexos,29,Málaga,2018,4,16.56
Ambos sexos,29,Málaga,2019,1,17.46
Ambos sexos,29,Málaga,2019,2,17.27
Ambos sexos,29,Málaga,2019,3,18.09
Ambos sexos,29,Málaga,2019,4,17.75
Ambos sexos,29,Málaga,2020,1,19.4
Ambos sexos,29,Málaga,2020,2,20.06
Ambos sexos,29,Málaga,2020,3,22.6
Ambos sexos,29,Málaga,2020,4,19.32
Ambos sexos,29,Málaga,2021,1,22.42
Ambos sexos,29,Málaga,2021,2,19.08
Ambos sexos,29,Málaga,2021,3,20.18
Ambos sexos,29,Málaga,2021,4,19.79
Ambos sexos,29,Málaga,2022,1,20.16
Ambos sexos,29,Málaga,2022,2,17.76
Ambos sexos,29,Málaga,2022,3,15.89
Ambos sexos,29,Málaga,2022,4,19.37
Ambos sexos,29,Málaga,2023,1,18.41
Ambos sexos,30,Murcia,2002,1,12.15
Ambos sexos,30,Murcia,2002,2,11.15
Ambos sexos,30,Murcia,2002,3,10.43
Ambos sexos,30,Murcia,2002,4,11.45
Ambos sexos,30,Murcia,2003,1,12.04
Ambos sexos,30,Murcia,2003,2,9.8
Ambos sexos,30,Murcia,2003,3,10.55
Ambos sexos,30,Murcia,2003,4,10.76
Ambos sexos,30,Murcia,2004,1,11.79
Ambos sexos,30,Murcia,2004,2,10.91
Ambos sexos,30,Murcia,2004,3,10.25
Ambos sexos,30,Murcia,2004,4,9.96
Ambos sexos,30,Murcia,2005,1,9.01
Ambos sexos,30,Murcia,2005,2,8.06
Ambos sexos,30,Murcia,2005,3,7.65
Ambos sexos,30,Murcia,2005,4,7.43
Ambos sexos,30,Murcia,2006,1,7.75
Ambos sexos,30,Murcia,2006,2,8.03
Ambos sexos,30,Murcia,2006,3,7.88
Ambos sexos,30,Murcia,2006,4,7.85
Ambos sexos,30,Murcia,2007,1,7.21
Ambos sexos,30,Murcia,2007,2,6.49
Ambos sexos,30,Murcia,2007,3,8.21
Ambos sexos,30,Murcia,2007,4,8.25
Ambos sexos,30,Murcia,2008,1,9.38
Ambos sexos,30,Murcia,2008,2,11.3
Ambos sexos,30,Murcia,2008,3,13.75
Ambos sexos,30,Murcia,2008,4,15.29
Ambos sexos,30,Murcia,2009,1,18.99
Ambos sexos,30,Murcia,2009,2,19.93
Ambos sexos,30,Murcia,2009,3,20.55
Ambos sexos,30,Murcia,2009,4,21.84
Ambos sexos,30,Murcia,2010,1,22.7
Ambos sexos,30,Murcia,2010,2,20.86
Ambos sexos,30,Murcia,2010,3,23.44
Ambos sexos,30,Murcia,2010,4,24.45
Ambos sexos,30,Murcia,2011,1,25.55
Ambos sexos,30,Murcia,2011,2,23.97
Ambos sexos,30,Murcia,2011,3,24.11
Ambos sexos,30,Murcia,2011,4,26.31
Ambos sexos,30,Murcia,2012,1,26.68
Ambos sexos,30,Murcia,2012,2,26.07
Ambos sexos,30,Murcia,2012,3,28.34
Ambos sexos,30,Murcia,2012,4,29.37
Ambos sexos,30,Murcia,2013,1,29.91
Ambos sexos,30,Murcia,2013,2,28.79
Ambos sexos,30,Murcia,2013,3,28.72
Ambos sexos,30,Murcia,2013,4,28.5
Ambos sexos,30,Murcia,2014,1,27.71
Ambos sexos,30,Murcia,2014,2,25.12
Ambos sexos,30,Murcia,2014,3,26.25
Ambos sexos,30,Murcia,2014,4,27.26
Ambos sexos,30,Murcia,2015,1,26.69
Ambos sexos,30,Murcia,2015,2,24.77
Ambos sexos,30,Murcia,2015,3,23.49
Ambos sexos,30,Murcia,2015,4,23.51
Ambos sexos,30,Murcia,2016,1,22.1
Ambos sexos,30,Murcia,2016,2,18.7
Ambos sexos,30,Murcia,2016,3,19.75
Ambos sexos,30,Murcia,2016,4,18.58
Ambos sexos,30,Murcia,2017,1,19.34
Ambos sexos,30,Murcia,2017,2,17.47
Ambos sexos,30,Murcia,2017,3,18.11
Ambos sexos,30,Murcia,2017,4,17.21
Ambos sexos,30,Murcia,2018,1,18.6
Ambos sexos,30,Murcia,2018,2,16.29
Ambos sexos,30,Murcia,2018,3,16.33
Ambos sexos,30,Murcia,2018,4,15.83
Ambos sexos,30,Murcia,2019,1,15.12
Ambos sexos,30,Murcia,2019,2,13.36
Ambos sexos,30,Murcia,2019,3,14.16
Ambos sexos,30,Murcia,2019,4,16.08
Ambos sexos,30,Murcia,2020,1,16.46
Ambos sexos,30,Murcia,2020,2,15.62
Ambos sexos,30,Murcia,2020,3,17.21
Ambos sexos,30,Murcia,2020,4,15.39
Ambos sexos,30,Murcia,2021,1,16.42
Ambos sexos,30,Murcia,2021,2,13.15
Ambos sexos,30,Murcia,2021,3,14.65
Ambos sexos,30,Murcia,2021,4,12.92
Ambos sexos,30,Murcia,2022,1,13.44
Ambos sexos,30,Murcia,2022,2,12.18
Ambos sexos,30,Murcia,2022,3,14.54
Ambos sexos,30,Murcia,2022,4,12.89
Ambos sexos,30,Murcia,2023,1,13.48
Ambos sexos,31,Navarra,2002,1,6.03
Ambos sexos,31,Navarra,2002,2,5.15
Ambos sexos,31,Navarra,2002,3,6.58
Ambos sexos,31,Navarra,2002,4,5.58
Ambos sexos,31,Navarra,2003,1,5.69
Ambos sexos,31,Navarra,2003,2,5.49
Ambos sexos,31,Navarra,2003,3,5.85
Ambos sexos,31,Navarra,2003,4,6.16
Ambos sexos,31,Navarra,2004,1,6.68
Ambos sexos,31,Navarra,2004,2,5.45
Ambos sexos,31,Navarra,2004,3,5.02
Ambos sexos,31,Navarra,2004,4,5.14
Ambos sexos,31,Navarra,2005,1,6.17
Ambos sexos,31,Navarra,2005,2,5.27
Ambos sexos,31,Navarra,2005,3,5.26
Ambos sexos,31,Navarra,2005,4,5.92
Ambos sexos,31,Navarra,2006,1,6.25
Ambos sexos,31,Navarra,2006,2,5.69
Ambos sexos,31,Navarra,2006,3,4.97
Ambos sexos,31,Navarra,2006,4,4.59
Ambos sexos,31,Navarra,2007,1,5.13
Ambos sexos,31,Navarra,2007,2,5.18
Ambos sexos,31,Navarra,2007,3,4.29
Ambos sexos,31,Navarra,2007,4,4.28
Ambos sexos,31,Navarra,2008,1,6.14
Ambos sexos,31,Navarra,2008,2,5.8
Ambos sexos,31,Navarra,2008,3,7.25
Ambos sexos,31,Navarra,2008,4,8.13
Ambos sexos,31,Navarra,2009,1,10.51
Ambos sexos,31,Navarra,2009,2,12
Ambos sexos,31,Navarra,2009,3,10.31
Ambos sexos,31,Navarra,2009,4,10.51
Ambos sexos,31,Navarra,2010,1,12.31
Ambos sexos,31,Navarra,2010,2,11.02
Ambos sexos,31,Navarra,2010,3,12.51
Ambos sexos,31,Navarra,2010,4,11.77
Ambos sexos,31,Navarra,2011,1,13.53
Ambos sexos,31,Navarra,2011,2,12.87
Ambos sexos,31,Navarra,2011,3,11.75
Ambos sexos,31,Navarra,2011,4,13.8
Ambos sexos,31,Navarra,2012,1,16.21
Ambos sexos,31,Navarra,2012,2,16.3
Ambos sexos,31,Navarra,2012,3,14.97
Ambos sexos,31,Navarra,2012,4,17.17
Ambos sexos,31,Navarra,2013,1,18.96
Ambos sexos,31,Navarra,2013,2,18.4
Ambos sexos,31,Navarra,2013,3,17.92
Ambos sexos,31,Navarra,2013,4,16.44
Ambos sexos,31,Navarra,2014,1,17.12
Ambos sexos,31,Navarra,2014,2,15.88
Ambos sexos,31,Navarra,2014,3,14.92
Ambos sexos,31,Navarra,2014,4,14.92
Ambos sexos,31,Navarra,2015,1,15.66
Ambos sexos,31,Navarra,2015,2,12.55
Ambos sexos,31,Navarra,2015,3,13.57
Ambos sexos,31,Navarra,2015,4,13.53
Ambos sexos,31,Navarra,2016,1,14.25
Ambos sexos,31,Navarra,2016,2,13.27
Ambos sexos,31,Navarra,2016,3,12.41
Ambos sexos,31,Navarra,2016,4,10.01
Ambos sexos,31,Navarra,2017,1,10.25
Ambos sexos,31,Navarra,2017,2,10.55
Ambos sexos,31,Navarra,2017,3,10.52
Ambos sexos,31,Navarra,2017,4,9.63
Ambos sexos,31,Navarra,2018,1,10.54
Ambos sexos,31,Navarra,2018,2,9.93
Ambos sexos,31,Navarra,2018,3,9.65
Ambos sexos,31,Navarra,2018,4,9.99
Ambos sexos,31,Navarra,2019,1,8.19
Ambos sexos,31,Navarra,2019,2,7.58
Ambos sexos,31,Navarra,2019,3,8.19
Ambos sexos,31,Navarra,2019,4,9.01
Ambos sexos,31,Navarra,2020,1,8.55
Ambos sexos,31,Navarra,2020,2,10.08
Ambos sexos,31,Navarra,2020,3,9.94
Ambos sexos,31,Navarra,2020,4,11.65
Ambos sexos,31,Navarra,2021,1,11.45
Ambos sexos,31,Navarra,2021,2,10.3
Ambos sexos,31,Navarra,2021,3,10.7
Ambos sexos,31,Navarra,2021,4,9.93
Ambos sexos,31,Navarra,2022,1,10.44
Ambos sexos,31,Navarra,2022,2,8.76
Ambos sexos,31,Navarra,2022,3,8.99
Ambos sexos,31,Navarra,2022,4,10.09
Ambos sexos,31,Navarra,2023,1,12.13
Ambos sexos,32,Ourense,2002,1,9.78
Ambos sexos,32,Ourense,2002,2,8.97
Ambos sexos,32,Ourense,2002,3,6.68
Ambos sexos,32,Ourense,2002,4,8.22
Ambos sexos,32,Ourense,2003,1,9.5
Ambos sexos,32,Ourense,2003,2,7.05
Ambos sexos,32,Ourense,2003,3,9.39
Ambos sexos,32,Ourense,2003,4,8.2
Ambos sexos,32,Ourense,2004,1,14.01
Ambos sexos,32,Ourense,2004,2,13.36
Ambos sexos,32,Ourense,2004,3,13.2
Ambos sexos,32,Ourense,2004,4,12.55
Ambos sexos,32,Ourense,2005,1,11.8
Ambos sexos,32,Ourense,2005,2,11.18
Ambos sexos,32,Ourense,2005,3,10.2
Ambos sexos,32,Ourense,2005,4,9.44
Ambos sexos,32,Ourense,2006,1,12.32
Ambos sexos,32,Ourense,2006,2,9.09
Ambos sexos,32,Ourense,2006,3,6.34
Ambos sexos,32,Ourense,2006,4,8.19
Ambos sexos,32,Ourense,2007,1,6.77
Ambos sexos,32,Ourense,2007,2,5.48
Ambos sexos,32,Ourense,2007,3,5.56
Ambos sexos,32,Ourense,2007,4,5.29
Ambos sexos,32,Ourense,2008,1,7.24
Ambos sexos,32,Ourense,2008,2,5.95
Ambos sexos,32,Ourense,2008,3,5.35
Ambos sexos,32,Ourense,2008,4,6.46
Ambos sexos,32,Ourense,2009,1,8.32
Ambos sexos,32,Ourense,2009,2,9.08
Ambos sexos,32,Ourense,2009,3,11.53
Ambos sexos,32,Ourense,2009,4,12.74
Ambos sexos,32,Ourense,2010,1,16.58
Ambos sexos,32,Ourense,2010,2,16.59
Ambos sexos,32,Ourense,2010,3,15.59
Ambos sexos,32,Ourense,2010,4,16.95
Ambos sexos,32,Ourense,2011,1,17.83
Ambos sexos,32,Ourense,2011,2,17.21
Ambos sexos,32,Ourense,2011,3,17.28
Ambos sexos,32,Ourense,2011,4,18.78
Ambos sexos,32,Ourense,2012,1,19.81
Ambos sexos,32,Ourense,2012,2,20.17
Ambos sexos,32,Ourense,2012,3,21.13
Ambos sexos,32,Ourense,2012,4,22.73
Ambos sexos,32,Ourense,2013,1,23.93
Ambos sexos,32,Ourense,2013,2,24.53
Ambos sexos,32,Ourense,2013,3,24.55
Ambos sexos,32,Ourense,2013,4,23.23
Ambos sexos,32,Ourense,2014,1,22.06
Ambos sexos,32,Ourense,2014,2,22.61
Ambos sexos,32,Ourense,2014,3,20.12
Ambos sexos,32,Ourense,2014,4,20.59
Ambos sexos,32,Ourense,2015,1,23.42
Ambos sexos,32,Ourense,2015,2,21.06
Ambos sexos,32,Ourense,2015,3,18.11
Ambos sexos,32,Ourense,2015,4,18.78
Ambos sexos,32,Ourense,2016,1,20.83
Ambos sexos,32,Ourense,2016,2,20.39
Ambos sexos,32,Ourense,2016,3,17.7
Ambos sexos,32,Ourense,2016,4,19.24
Ambos sexos,32,Ourense,2017,1,20.36
Ambos sexos,32,Ourense,2017,2,16.54
Ambos sexos,32,Ourense,2017,3,15.29
Ambos sexos,32,Ourense,2017,4,13.69
Ambos sexos,32,Ourense,2018,1,14.27
Ambos sexos,32,Ourense,2018,2,13.36
Ambos sexos,32,Ourense,2018,3,14.25
Ambos sexos,32,Ourense,2018,4,13.12
Ambos sexos,32,Ourense,2019,1,14.87
Ambos sexos,32,Ourense,2019,2,10.92
Ambos sexos,32,Ourense,2019,3,13.06
Ambos sexos,32,Ourense,2019,4,12.88
Ambos sexos,32,Ourense,2020,1,13.15
Ambos sexos,32,Ourense,2020,2,13.04
Ambos sexos,32,Ourense,2020,3,10.45
Ambos sexos,32,Ourense,2020,4,10.26
Ambos sexos,32,Ourense,2021,1,11.63
Ambos sexos,32,Ourense,2021,2,12.59
Ambos sexos,32,Ourense,2021,3,9.77
Ambos sexos,32,Ourense,2021,4,10.21
Ambos sexos,32,Ourense,2022,1,11.66
Ambos sexos,32,Ourense,2022,2,10.84
Ambos sexos,32,Ourense,2022,3,11.52
Ambos sexos,32,Ourense,2022,4,11.64
Ambos sexos,32,Ourense,2023,1,11.43
Ambos sexos,33,Asturias,2002,1,9.15
Ambos sexos,33,Asturias,2002,2,10.28
Ambos sexos,33,Asturias,2002,3,9.67
Ambos sexos,33,Asturias,2002,4,10.12
Ambos sexos,33,Asturias,2003,1,12.44
Ambos sexos,33,Asturias,2003,2,10.82
Ambos sexos,33,Asturias,2003,3,11.8
